,id,status_id,created_at,text,address,loc,situ,save,sos,sos.pred,sos.correct
32,32,9.02139E+17,8/28/2017 12:01,"Accident. two left lanes blocked in #Mesquite on Hwy 80 WB near Galloway Ave, stopped traffic back to FM-740, delay of 67 mins #DFWTraffic",1,NA,1,0,0,0,0
33,33,9.0186E+17,8/27/2017 17:31,"Houston flooding - Houston news station flooded 
Houston flooding - Houston news station flooded Houston flooding - Houston news station fl… https://t.co/76TESuVInh",0,NA,0,0,0,0,0
34,34,9.02172E+17,8/28/2017 14:11,“Hurricane Harvey impact to the port fully transitioned to post storm recovery” https://t.co/7lKEtShPZf,0,NA,0,0,0,0,0
35,35,9.02283E+17,8/28/2017 21:35,@HellerWeather @NWSHouston Supposedly the next few days the water will rise again causing additional flooding due to released water Bear Creek to Buffalo Bayou #Harvey,0,NA,0,0,0,0,0
36,36,9.02185E+17,8/28/2017 15:03,"@_tierralg_ @1ericgaskin Literally it's not flooding, I live on the exact street",0,NA,0,0,0,0,0
37,37,9.0181E+17,8/27/2017 14:15,"What a way to start senior year... first place in a tournament, solar eclipse, a hurricane that depresses into a tropical storm...",0,NA,0,0,0,0,0
38,38,9.02046E+17,8/28/2017 5:53,I want to adopt all the dogs on the street 😭😭😭 &amp; the ones that got left in the hurricane 😢,0,NA,0,0,0,0,0
39,39,9.01812E+17,8/27/2017 14:23,"*Important article.
""ICE Left 50 Immigrant Women And Kids Stranded At A Bus Station Before Hurricane Harvey Struck"" https://t.co/M2DGlEtl2K",0,NA,0,0,0,0,0
40,40,9.01912E+17,8/27/2017 20:57,"@JackieWillard2 @TwitterMoments @uscoastguard rescues in #Houston #harvey. GO high ground/roof. USE AXE  IF ATTIC ONLY PLACE U HV.  WAVE WHITE! @USCG 281-464-4851
NAT GUARD https://t.co/X3DMCO8m0A",0,NA,0,0,0,0,0
41,41,9.02294E+17,8/28/2017 22:17,@d_____mac flooding is pretty much the only thing we worry about and its never life threatening unless maybe youre stuck on lodge fwy durin a bad storm,0,NA,0,0,0,0,0
42,42,9.02215E+17,8/28/2017 17:01,"@pswizzz If it helps, the dam releases are supposed to cause about 2 feet of flooding, so shouldn't be life threatening.",0,NA,0,0,0,0,0
43,43,9.02195E+17,8/28/2017 15:43,"Folks looking for boat assistance near - Hardy Toll Rd Houston, TX : https://t.co/anXtoTVsfP #HurricaneHarvey",0,1,0,1,1,0,1
44,44,9.01856E+17,8/27/2017 17:15,#BREAKING: Incredibly frightening photo. This is the view from downtown #Houston right now of flooding from… https://t.co/4ZarTdz9Ew,0,NA,0,0,0,0,0
45,45,9.02203E+17,8/28/2017 16:16,Bridge City ISD will be closed Tuesday.,0,NA,0,0,0,0,0
46,46,9.01869E+17,8/27/2017 18:06,Houston Startup Community! If you need a place to work our doors are open. @stationhouston @HouTechCenter @starthouston @angelashah #Harvey,0,NA,0,0,0,0,0
47,47,9.02106E+17,8/28/2017 9:48,Street still flooded all the way down the street and then some doesn't look like I'll be working today but it could go down 😂,0,NA,0,0,0,0,0
48,48,9.0183E+17,8/27/2017 15:32,It is still raining but my Willow Park Village neighborhood has no flooding yet. #hurricaneharvey https://t.co/3NjIOyxis5,0,NA,0,0,0,0,0
49,49,9.01833E+17,8/27/2017 15:46,"Heavy Rain, Flooding Cause Concern Across Tampa Bay Area https://t.co/sRekvPAPVs",0,NA,0,0,0,0,0
50,50,9.01905E+17,8/27/2017 20:30,"Hurricane Harvey made landfall between Port Aransas and Port O'Connor in Texas on Friday night, with wind speeds... https://t.co/i6Jg3tXg7v",0,NA,0,0,0,0,0
51,51,9.0185E+17,8/27/2017 16:52,"@richarddeitsch KHOU-TV in Houston got knocked off the air due to flooding in their station, and staff had to get out...o.o",0,NA,0,0,0,0,0
52,52,9.02179E+17,8/28/2017 14:42,"Dogs &amp; Cats Flying In To San Diego To Make Room For Hurricane Pet Victims

View Full Story Here: https://t.co/5ej5HLCNXr https://t.co/8mO3VcIh1C",0,NA,0,0,0,0,0
53,53,9.02074E+17,8/28/2017 7:43,@houstonpolice please help my sister !! 🙏🏻🙏🏻#hurricaneharvey  @ 12246 haraldson forest dr houston TX 77044 https://t.co/r1dcDKMv1U,1,NA,0,1,1,1,1
54,54,9.02086E+17,8/28/2017 8:30,"#Harvey forces record amount of water to be released from Lake Conroe dam, prompts mandatory evac of 150K: https://t.co/5AkyssVGos",0,NA,0,0,0,0,0
55,55,9.02052E+17,8/28/2017 6:13,#Harvey brought devastating floods to Houston. CNN's Derek Van Dam explains the city’s vulnerability to flooding https://t.co/pPltZMgx5g,0,NA,0,0,0,0,0
56,56,9.01808E+17,8/27/2017 14:06,ICE Left 50 Immigrant Women And Kids Stranded At A Bus Station Before Hurricane Harvey Struck - BuzzFeed News https://t.co/ittx2h0FcC,0,NA,0,0,0,0,0
57,57,9.02036E+17,8/28/2017 5:10,Hurricane Harvey flooded my street! Part 2 (sorry bad mic): https://t.co/NchezJlWzT via @YouTube,0,NA,0,0,0,0,0
58,58,9.0191E+17,8/27/2017 20:51,"Every lake, bayou, creek and freeway in houston is flooded. 

#hurricaneharvey #houston #htx… https://t.co/WIBJTR1I5A",0,NA,0,0,0,0,0
59,59,9.01813E+17,8/27/2017 14:27,INHUMANE! - ICE Left 50 Immigrant Women And Kids Stranded At A Bus Station Before Hurricane Harvey Struck https://t.co/vjxef2v3zT,0,NA,0,0,0,0,0
60,60,9.01827E+17,8/27/2017 15:22,"Even a #Houston TV station had to evacuate. Stay safe, everyone. #Harvey https://t.co/uU8CT52Cqc",0,NA,0,0,0,0,0
61,61,9.01834E+17,8/27/2017 15:50,"Houston TV station forced to evacuate as Harvey waters flood the newsroom https://t.co/nVw6XKYQ5i 

As Hurricane Harvey continues to dump …",0,NA,0,0,0,0,0
62,62,9.02161E+17,8/28/2017 13:29,"Trinity River photos.  Current dam release @83,000 cfm.  #Harvey https://t.co/Jqv8uqouiX",0,NA,0,0,0,0,0
63,63,9.01836E+17,8/27/2017 15:56,"This reporter likely saved this truck driver's life, reporting live after her station went off the air due to flooding in @KHOU https://t.co/b1KhiMkzeb",0,NA,0,0,0,0,0
64,64,9.01859E+17,8/27/2017 17:30,Shelter in place! #houstonflood #Houston #hurricaneharvey #hurricane #harvey2017 #HTown… https://t.co/gpf9kwmUBT,0,NA,0,0,0,0,0
65,65,9.02226E+17,8/28/2017 17:46,Are there any fundraisers happening in #Oakland or around the Bay donating to #HurricaneHarvey relief? https://t.co/hGkjMrLX3N,0,NA,0,0,0,0,0
66,66,9.01808E+17,8/27/2017 14:06,ICE Left 50 Immigrant Women And Kids Stranded At A Bus Station Before Hurricane Harvey Struck - BuzzFeed News https://t.co/YZsBtPeUCD,0,NA,0,0,0,0,0
67,67,9.02354E+17,8/29/2017 2:17,Bet you didn't laugh seeing the floating bodies from Hurricane Katrina in New Orleans..you know...the place you live?? Have some respect. https://t.co/fRA5x4D2T3,0,NA,0,0,0,0,0
68,68,9.02209E+17,8/28/2017 16:37,@KPRC2TRAFFIC @KPRC2 Do you have any info on 1464 and Oyster Creek? How can ppl exit that area? Flooding in area.,1,NA,0,0,0,0,0
69,69,9.02221E+17,8/28/2017 17:28,Immigration officials left immigrants stranded at bus station ahead of Hurricane Harvey: report https://t.co/l4d1kSWMQL https://t.co/idp6ojwgba,0,NA,0,0,0,0,0
70,70,9.02204E+17,8/28/2017 16:18,VIDEO: Major flooding on Highway 6 near College Station https://t.co/qcbDnSDxH1,0,NA,0,0,0,0,0
71,71,9.01854E+17,8/27/2017 17:09,"Elderly Frank Emmitte trapped in 3226 Ave G, Dickinson, TX  with 4-5' water. He can't walk well. Needs help, RT, send info #HurricaneHarvey https://t.co/hrZj5P4FJi",1,NA,0,1,1,1,1
72,72,9.02213E+17,8/28/2017 16:54,Blood donations needed in St. Louis in wake of Hurricane Harvey https://t.co/Lz3v5fcxL6 via @stltoday,0,NA,0,0,0,0,0
73,73,9.02107E+17,8/28/2017 9:54,Hurricane Harvey: Another Tornado In Fort Bend County - https://t.co/5lp6nXQzbl https://t.co/vxGQpEuFlk,0,NA,0,0,0,0,0
74,74,9.01898E+17,8/27/2017 20:03,""" yeah I drove my boat on the freeway """,0,NA,0,0,0,0,0
75,75,9.02232E+17,8/28/2017 18:10,"Dont take highways but if ur in an evac zone in sienna plantation hope this helps #HurricaneHarvey 
13223 Southwest Fwy, Sugar Land,TX 77478",1,NA,0,0,0,1,0
76,76,9.02358E+17,8/29/2017 2:30,"mashable: Astronaut gets quite the view of 'massive storm' #Harvey
https://t.co/uJIURTAME7",0,NA,0,0,0,0,0
77,77,9.0238E+17,8/29/2017 3:57,FM 518 in @LeagueCityTX reported as clear from Calder Rd to Park Ave. but impassable near I-45 even for rescue vehicles. #Harvey,0,NA,1,0,0,0,0
78,78,9.0189E+17,8/27/2017 19:32,"@Cubfnatic yes flooding of course but just in the street. Im jealous your in Florida, are you going to the beach",0,NA,0,0,0,0,0
79,79,9.01901E+17,8/27/2017 20:13,Mayde Creek rescue of car during In Hurricane Harvey https://t.co/9jGt7JwX6W,0,NA,0,0,0,0,0
80,80,9.02069E+17,8/28/2017 7:23,Western Union and The Western Union Foundation Support Red Cross Relief Efforts Following Hurricane Harvey  https://t.co/HIGmjhYFGm,0,NA,0,0,0,0,0
81,81,9.02371E+17,8/29/2017 3:23,KO shelter ready and open if you need a place to go #oakem #allin #HurricaneHarvey https://t.co/Pyzcax0vjT,0,NA,0,0,0,0,0
82,82,9.02332E+17,8/29/2017 0:48,🎣 Catching a bass on the kayak. This place is completely flooded right now from Hurricane Harvey… https://t.co/mybp0RcyG3,0,NA,0,0,0,0,0
83,83,9.02103E+17,8/28/2017 9:37,Houston is too big to evacuate. People died on the freeway when they tried to evacuate 4 Rita. Lives saved by not trapping people on roads. https://t.co/JLGWj4Xysy,0,NA,0,0,0,0,0
84,84,9.02342E+17,8/29/2017 1:26,"@jennifermalek1 @MichaelDelauzon @EvelDick 59 from Sugar Land is free &amp; clear, people would be able to be bussed there from the many flooded hoods on the Brazos",0,NA,0,0,0,0,0
85,85,9.02386E+17,8/29/2017 4:24,@AdaptToReality yep. we're stuck on hwy6 just south of I-10. more + more water released from barker into buffalo bayou #HoustonFlood2017 https://t.co/TMtPDzW5lr,0,1,0,1,0,0,0
86,86,9.02357E+17,8/29/2017 2:28,"RT DileneNbeta ""RT nytimes ""Fact check: A shark in the street, and other Hurricane Harvey rumors you shouldn’t… https://t.co/NGz9jiH4lD""""",0,NA,0,0,0,0,0
87,87,9.02203E+17,8/28/2017 16:17,"Grant rd &amp; lake wood forest in houston. needs rescue
#Harvey2017 #HARVEYHELP  #HarveyStorm #HarveyRelief #harveyhouston #HurricaneHarvey",0,1,0,1,1,0,1
88,88,9.01839E+17,8/27/2017 16:09,@CBSNews @DeMarcoReports Hey CBS!  Demarco Morgan did a great job reporting about the hurricane on the bridge today.  Give him a pay raise.  Very articulate.,0,NA,0,0,0,0,0
89,89,9.02144E+17,8/28/2017 12:21,"Crooked #Harvey is flooding the state of Texas. Drain the swamp, lock him up.",0,NA,0,0,0,0,0
90,90,9.01818E+17,8/27/2017 14:43,"@realDonaldTrump And I'm sure you'll have the ""greatest"" response in the history of hurricane responses. And your supporters will show Cavs parade response",0,NA,0,0,0,0,0
91,91,9.02333E+17,8/29/2017 0:52,My heart is breaking as I watch videos of the flooding and displaced families trying to find a safe place.,0,NA,0,0,0,0,0
92,92,9.02291E+17,8/28/2017 22:04,National Hurricane Center Tropical Storm Harvey Updated 4 pm CDT Track. #shvwx https://t.co/HO6Crl0Hlg,0,NA,0,0,0,0,0
93,93,9.02071E+17,8/28/2017 7:30,Disabled man needs help! 4715 Anice Street Houston TX 77039 https://t.co/OKKRUNDVjs,1,NA,0,1,1,1,1
94,94,9.02351E+17,8/29/2017 2:04,Village on Memorial Town homes at 15200 Memorial Dr behind Terry Hershey Park @abc13houston @KPRC2 @KHOU @Fox26Houston #Harvey https://t.co/aWJeh8UPmk,1,NA,0,0,0,0,0
95,95,9.02066E+17,8/28/2017 7:11,CNN : Gas prices are set to spike as Hurricane Harvey wreaks havoc on America's vital energy facilities … https://t.co/o8QnsIH8gi) https://t.co/OYuUQK7c2k,0,NA,0,0,0,0,0
96,96,9.02325E+17,8/29/2017 0:20,"12303 Robert E Lee Rd #C - Awaiting Updates. #Houston #HoustonSOS #HarveyRescue #HarveySOS #Houstonflooding #HurricaneHarvey

Mobile Homes",1,NA,0,1,0,0,0
97,97,9.02203E+17,8/28/2017 16:16,@TheRitaGarcia Legal aid office fire out HFD wrapping up. Apts across street Block334 ok. Basement garage flooded. No car damage visible.,0,NA,1,0,0,0,0
98,98,9.01859E+17,8/27/2017 17:27,"Harvey home practice. Thank god we are safe. Praying for Houston. @ Fort Bend County, Texas https://t.co/q1gzjV9Lh1",0,NA,0,0,0,0,0
99,99,9.02351E+17,8/29/2017 2:04,"@AetnaNews 4/6 Address to ship

Catholic Charities Galveston Houston
FJ mission of mercy/ Hurricane Harvey
2900 Louisiana Street
Houston, TX 77706",1,NA,0,0,0,0,0
100,100,9.01879E+17,8/27/2017 18:49,Heavy heart for @ckrausss and family.  Stay safe over there. This story is a must read for a personal view of #Harvey. https://t.co/jVXr7abLHM,0,NA,0,0,0,0,0
101,101,9.01807E+17,8/27/2017 14:00,"Retweeted NBCDFW Weather (@NBCDFWWeather):

See a 30 second satellite loop of #Harvey developing from a tropical... https://t.co/TS2aDpF7Bf",0,NA,0,0,0,0,0
102,102,9.01842E+17,8/27/2017 16:21,"Her address is 618 Regal Street. Houston, TX 77034 and they have been trapped in water through the night. Please help! #HoustonFlood #Harvey https://t.co/ZDtPGngObX",1,NA,0,1,1,1,1
103,103,9.02221E+17,8/28/2017 17:28,Chasewood Dr. at Vintage Park Preserve Rd. #houstonflood https://t.co/oWAcj8LAvt,1,NA,0,0,0,0,0
104,104,9.01886E+17,8/27/2017 19:16,ICE Left 50 Immigrant Women And Kids Stranded At A Bus Station Before Hurricane Harvey Struck https://t.co/h3SwHHI3vt via @aflores,0,NA,0,0,0,0,0
105,105,9.01838E+17,8/27/2017 16:06,#prayfortexas but god let the hurricane happen in the first place? That makes sense,0,NA,0,0,0,0,0
106,106,9.02053E+17,8/28/2017 6:21,"New post: ""Wall Street braces for the impact of Hurricane Harvey"" https://t.co/ujUp0L1dbL",0,NA,0,0,0,0,0
107,107,9.02233E+17,8/28/2017 18:14,I-10 westbound near Highway 146 and Cedar Bayou is CLOSED due to flooding.,1,NA,1,0,0,0,0
108,108,9.02071E+17,8/28/2017 7:30,"SMALL CHILD &amp; ELDERLY GRANDPARENTS IN NEED OF RESCUE!
4201 LOCKWOOD DR HOUSTON 
#HarveySOS #HarveyRescue #HELP #URGENT #Houston #Harvey https://t.co/iXewX28r73",1,NA,0,1,1,1,1
109,109,9.01825E+17,8/27/2017 15:12,@FoxNews @ErinMcPike @POTUS Fox is now attacking @POTUS for tweeting about the hurricane. Wow. What is going on with Fox? Turning it off. I'll listen to music instead.,0,NA,0,0,0,0,0
110,110,9.01816E+17,8/27/2017 14:39,"@TXRepubMom @realDonaldTrump What's the point of praying? If God didn't want this to happen, he wouldn't have sent the hurricane in the first place, don't you think?",0,NA,0,0,0,0,0
111,111,9.02377E+17,8/29/2017 3:48,ICE Officials Leave 50 Women and Children at Bus Station in Face of Hurricane Harvey https://t.co/FBVzCFJXEr,0,NA,0,0,0,0,0
112,112,9.01829E+17,8/27/2017 15:30,610 E loop @ market st. #staysafe It's time sit it down... #harvey #flooding #houstontx @… https://t.co/J00GmMErNu,1,NA,0,0,0,0,0
113,113,9.01847E+17,8/27/2017 16:41,Cypress creek definitely flooding today by my family home 😢 https://t.co/4Kf8ifa5J9,0,NA,0,0,0,0,0
114,114,9.02205E+17,8/28/2017 16:22,Do NOT lock your animals in cages. Do NOT lock your animals inside. Outside they gave a chance at least! #Harvey #Houston #savethepets,0,NA,0,0,0,0,0
115,115,9.02053E+17,8/28/2017 6:19,Closed due to flooding. in #NeSide on I-69 Eastex Fwy Inbound at Laura Koppe and The 610 N Lp #traffic https://t.co/vuUN2ymKeH,1,NA,1,0,0,0,0
116,116,9.02169E+17,8/28/2017 14:00,"Hurricane Harvey: Dumba$$es Are Asking Houstonians “Why Y’all Ain’t Leave”, Well Here’s Why… - 
Click link to view &amp; comment: 
... https://t.co/7D35tkCkup",0,NA,0,0,0,0,0
117,117,9.01879E+17,8/27/2017 18:46,".@LeagueCityPD reporting that FM 518 under I-45 is impassable, patrol cars cannot make it through the high water. #harvey",0,NA,1,0,0,0,0
118,118,9.02233E+17,8/28/2017 18:14,I-10 westbound near Highway 146 and Cedar Bayou is CLOSED due to flooding.,1,NA,1,0,0,0,0
119,119,9.01913E+17,8/27/2017 21:01,"A view of Dickinson, Texas, from a boat passing through a neighborhood where most of the cars are submerged #Harvey https://t.co/IUehFHyLEd",0,NA,0,0,0,0,0
120,120,9.02143E+17,8/28/2017 12:17,Fan boats run by volunteers #everydayheroes continued evacuations on our street in Meyerland overnight #HurricaneHarvey #HarveyRelief,0,NA,0,0,0,0,0
121,121,9.01925E+17,8/27/2017 21:51,"Is there a place in the US that isn't impacted by natural disasters, eg, tornadoes, hurricanes, floods and earthquakes? #Harvey #Irma",0,NA,0,0,0,0,0
122,122,9.02233E+17,8/28/2017 18:15,9144 Lazydale Ln. - Awaiting Update. #Houston #HarveyRescue #HarveySOS #Houstonflooding #HurricaneHarvey,1,NA,0,1,0,0,0
123,123,9.02295E+17,8/28/2017 22:20,"Rescue for Lia Johnson 618 Johnson Lane Sugar Land, Tx 77479 4 people with a 3 year old. #Harvey",1,NA,0,1,1,1,1
124,124,9.02338E+17,8/29/2017 1:13,"@GartrellLinda @charjoe2000 Authorities told people in WTC stay in place; in N.O. said Katrina not much of storm; no reason to run from #Harvey. Tell you to stay, run!",0,NA,0,0,0,0,0
125,125,9.02214E+17,8/28/2017 16:57,Parts of #CapeCoral are still dealing with serious flooding.  This picture is just in from Cape FD. https://t.co/GKymxoEdGf,0,NA,0,0,0,0,0
126,126,9.0205E+17,8/28/2017 6:07,"This map projects flooding in the city of Wharton, if the Colorado river were to crest at 50 feet. The river is currently at 24.7 feet. https://t.co/gYfpS4gVNW",0,NA,0,0,0,0,0
127,127,9.01825E+17,8/27/2017 15:12,"Hurricane Harvey (TX) @fema USAR deployed TN,NE,MO,OH,UT,CA5. Staging AZ,CA4,NY,CA1 in San Antonio &amp;FL,CO,CA8,PA in Fort Worth, others stnby https://t.co/1N178lczOP",0,NA,0,0,0,0,0
128,128,9.02354E+17,8/29/2017 2:13,Eastbound I-696 closed at Evergreen Road due to flooding https://t.co/bKWAbyZw0v,1,NA,1,0,0,0,0
129,129,9.02341E+17,8/29/2017 1:24,Flooding has reached my street. Time to go. #HurricaneHarvey #HoustonStrong #PrayforTexas #PrayForHouston https://t.co/Avb8httoXB,0,NA,0,0,0,0,0
130,130,9.02217E+17,8/28/2017 17:09,Do you see our highways? People would have DROWNED in their cars. Flashback to Rita when 100+ died stuck on the freeway! https://t.co/j4XgVCj6o7,0,NA,0,0,0,0,0
131,131,9.01852E+17,8/27/2017 17:02,ICE Left 50 Immigrant Women And Kids Stranded At A Bus Station Before Hurricane Harvey Struck - BuzzFeed News https://t.co/JxoypCMN28,0,NA,0,0,0,0,0
132,132,9.02354E+17,8/29/2017 2:14,Must be nice to live in a place where you don't have to worry ab your entire state going underwater every time it rains😕,0,NA,0,0,0,0,0
133,133,9.01919E+17,8/27/2017 21:25,"This hurricane really shows you who really fwy when you get that "" you ok "" text 💯",0,NA,0,0,0,0,0
134,134,9.02119E+17,8/28/2017 10:40,@AlexLancer_ Ndiva wena utshitsho. Did Hurricane Katrina take place on my hairline? Find out on the next Draggon BallZ episode,0,NA,0,0,0,0,0
135,135,9.01909E+17,8/27/2017 20:46,Update: there's still standing water around Manatee County but Creekwood Blvd at SR 70 is only Co Rd officially closed right now. https://t.co/u8mN0Bqg6h,1,NA,1,0,0,0,0
136,136,9.01837E+17,8/27/2017 16:02,Hurricane Harvey 518 and I-45 League City TX: https://t.co/Sy8pQl5GrI via @YouTube,0,NA,0,0,0,0,0
137,137,9.0222E+17,8/28/2017 17:24,Exit closed due to flooding in #Northside on Hardy Toll Rd NB at Rankin #traffic https://t.co/vuUN2yElDh,0,NA,1,0,0,0,0
138,138,9.01925E+17,8/27/2017 21:49,@StephSlayden @FoxNews @POTUS oh the humanity....not walking down the street after Hurricane Isaac. https://t.co/pTIRKhgIcC,0,NA,0,0,0,0,0
139,139,9.01907E+17,8/27/2017 20:40,The current view of Downtown Houston's flooding. https://t.co/k7FNHAddK2,0,NA,0,0,0,0,0
140,140,9.02223E+17,8/28/2017 17:36,6610 Centre Place Cir. #Spring - Awaiting Update. #Houston #HarveyRescue #HarveySOS #Houstonflooding #HurricaneHarvey,1,NA,0,1,0,0,0
141,141,9.02339E+17,8/29/2017 1:17,NWS Houston has issued more Tornado Warnings in 2017 than offices in 2nd &amp; 3rd place combined. 154 NWS Houston TOR Warnings during #Harvey. https://t.co/KXCdheQnC9,0,NA,0,0,0,0,0
142,142,9.02225E+17,8/28/2017 17:43,"For hurricane Rita , when we were told to evacuate ...it took us 23 hours to get to DALLAS !! DALLA MF TX, a 3 HOUR DRIVE !",0,NA,0,0,0,0,0
143,143,9.01848E+17,8/27/2017 16:45,View of Waugh and Allen pkwy / memorial #houston #harvey @abc13houston @khou @FoxNews @CNN https://t.co/uB86NjbRnB,0,NA,0,0,0,0,0
144,144,9.02342E+17,8/29/2017 1:27,I'm literally getting depressed being trapped in my place,0,NA,0,0,0,0,0
145,145,9.02358E+17,8/29/2017 2:31,This is a great place to put your funds and your heart into. Please donate to the Red Cross for #hurricaneharvey... https://t.co/9QNOD8vXDd,0,NA,0,0,0,0,0
